21:33:16 | Status=StartPending | OnStart: START_PENDING
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:23 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:24 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:25 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:26 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:27 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:28 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:29 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:30 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:31 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:32 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:33 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:34 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:35 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:36 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:37 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:38 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:39 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:40 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:41 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:42 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:43 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:44 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:45 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:46 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:47 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:48 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:49 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:50 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:06:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:06:01 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:06:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:06:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:06:04 | Status=StopPending | OnStop: STOP_PENDING
22:06:04 | Status=StopPending | OnStop: STOPPED
